cluster_rank	cluster_id	work_group_id	oldest_thread_created_at	review_path	source_anchor	thread_count	pull_request_numbers	thread_ids	claim_headings	validation_gate	history_state
345	review-shared-change-history-b8802d7a89bc4cea83656fb1a148c9b1d69a9fee-05d14e686-75905637cf35	work-makefile-export-hostenv-input-46a68443b3d8	2026-08-26T21:45:35Z	build-infra/Makefile	export hostenv input	2	"[""1878""]"	"[""PRRT_kwDOR3YK5M6coGKc"",""PRRT_kwDOR3YK5M6coGKf""]"	"[""avoid invalidating the frontier s makefile evidence"",""continue validating the closed second batch""]"	configure-build-and-artifact-check	changed-since-review
346	review-shared-change-history-7af98fb2fd11549810dfaf5bb44775cd35642368-fc343bf32-3354d94e6944	work-merged-review-thread-resolution-campaign-md-mutation-journal-records-an-439b6241a6a2	2026-08-26T21:53:01Z	build-infra/docs/merged-review-thread-resolution-campaign.md	mutation journal records an ordered resolution prefix after every successful	1	"[""1881""]"	"[""PRRT_kwDOR3YK5M6coNQ4""]"	"[""rename the now closed third frontier""]"	documentation-symbol-and-link-check	changed-since-review
347	review-shared-change-history-0a7321fa55abf355a1084cf0bc8b5d97e1a1906d-5b2ec8602-1c01461d287a	work-action-frontier-tsv-original-line-3-5ec2357b6366	2026-08-26T21:53:03Z	build-infra/docs/review-thread-classifications/merged-thread-frontier-92b67f719e7b/action-frontier.tsv	original line 3	1	"[""1879""]"	"[""PRRT_kwDOR3YK5M6coNTm""]"	"[""cover retired target absence across the whole makefile""]"	schema-generator-and-mutation-check	changed-since-review
348	review-shared-change-history-12d789e1fede9074aa5d18d6547c080e35e7689e-5b2ec8602-9afa2bf4b398	work-review-thread-frontier-py-def-validate-files-b1b80460c88e	2026-08-26T21:53:04Z	build-infra/scripts/review_thread_frontier.py	def validate files	1	"[""1879""]"	"[""PRRT_kwDOR3YK5M6coNTp""]"	"[""bind worktree evidence for the full validation interval""]"	python-test-black-and-ruff	changed-since-review
349	review-shared-change-history-fc343bf327db0800f2d1ed960b8adbf4026fd4b6-3e36c9bce-cd67f73cf27a	work-merged-review-thread-batch-registry-tsv-batch-id-state-denominator-af4e50a9dc52	2026-08-26T22:02:32Z	build-infra/docs/merged-review-thread-batch-registry.tsv	batch id state denominator commit closure commit first thread id cutoff thread i	2	"[""1882""]"	"[""PRRT_kwDOR3YK5M6coWEa"",""PRRT_kwDOR3YK5M6coWEg""]"	"[""replace the chronological frontier directory name"",""add the active capture to the standard verification gate""]"	schema-generator-and-mutation-check	changed-since-review
350	review-shared-change-history-05d14e686f3620d5822daef37caaf7ab3ea67254-ed20af083-6c276c38dd01	work-makefile-audit-source-root-check-source-root-control-unit-test-fbe7f8ea0dfa	2026-08-26T22:34:54Z	build-infra/Makefile	audit source root check source root control unit test	1	"[""1885""]"	"[""PRRT_kwDOR3YK5M6coxvi""]"	"[""read ccache s configured compiler path before probing""]"	configure-build-and-artifact-check	changed-since-review
351	review-shared-change-history-cad61db3c2003d28fd44bbdbd3d0c8bff1447d91-f7f60db09-25b35b4a0bb5	work-draw-vs-nir-c-draw-vs-nir-io-spans-nir-7c46090b44d1	2026-08-26T22:56:26Z	src/gallium/auxiliary/draw/draw_vs_nir.c	draw vs nir io spans nir shader nir	3	"[""1888""]"	"[""PRRT_kwDOR3YK5M6cpCXy"",""PRRT_kwDOR3YK5M6cpCX0"",""PRRT_kwDOR3YK5M6cpCX5""]"	"[""bounds check the dynamic offset before storing"",""reject dynamically indexed compact output arrays"",""decode r300 s float domain output indices""]"	warning-clean-build-and-focused-test	changed-since-review
352	review-shared-change-history-05d14e686f3620d5822daef37caaf7ab3ea67254-ed20af083-e1a1a03ed6cf	work-assessments-tsv-original-line-14-b5c418cce13c	2026-08-27T01:17:23Z	build-infra/docs/review-thread-classifications/merged-thread-frontier-after-QY6A8/assessments.tsv	original line 14	1	"[""1895""]"	"[""PRRT_kwDOR3YK5M6cqmNA""]"	"[""reclassify the retained hbtcl 02c definition""]"	schema-generator-and-mutation-check	changed-since-review
352	review-shared-change-history-05d14e686f3620d5822daef37caaf7ab3ea67254-ed20af083-e1a1a03ed6cf	work-assessments-tsv-original-line-30-4c1acf87a0df	2026-08-27T01:17:23Z	build-infra/docs/review-thread-classifications/merged-thread-frontier-after-QY6A8/assessments.tsv	original line 30	1	"[""1895""]"	"[""PRRT_kwDOR3YK5M6cqmNG""]"	"[""record the missing rtz discriminator""]"	schema-generator-and-mutation-check	changed-since-review
352	review-shared-change-history-05d14e686f3620d5822daef37caaf7ab3ea67254-ed20af083-e1a1a03ed6cf	work-assessments-tsv-original-line-31-750161afdd61	2026-08-27T01:17:23Z	build-infra/docs/review-thread-classifications/merged-thread-frontier-after-QY6A8/assessments.tsv	original line 31	1	"[""1895""]"	"[""PRRT_kwDOR3YK5M6cqmNE""]"	"[""reclassify the implemented typed split gate""]"	schema-generator-and-mutation-check	changed-since-review
353	review-shared-change-history-20475d62f179460ff34d1ba69546121998332102-79ae1d8c1-549007daad88	work-test-review-thread-classification-py-def-test-third-classification-rejec-0c8bca7844ec	2026-08-27T01:17:23Z	build-infra/tests/test_review_thread_classification.py	def test third classification rejects missing assessment none	1	"[""1895""]"	"[""PRRT_kwDOR3YK5M6cqmNH""]"	"[""wire batch 0004 into the authoritative verification target""]"	python-test-black-and-ruff	changed-since-review
354	review-shared-change-history-263c9e82cb8efb475d1866a0e5566ba060a4ed12-abc5b0757-97eeec7ad57a	work-assessments-tsv-original-line-3-a302c36b493c	2026-08-27T01:26:30Z	build-infra/docs/review-thread-classifications/merged-thread-frontier-after-QY6A8/assessments.tsv	original line 3	1	"[""1896""]"	"[""PRRT_kwDOR3YK5M6cqsGy""]"	"[""keep the production distcc audit inside the evidence slice""]"	schema-generator-and-mutation-check	changed-since-review
355	review-shared-change-history-48f01c597f39b22edc69f30e3ac51b36f5ae6b7e-e0fb9fdbd-3c338b630b7c	work-merged-review-thread-resolution-campaign-md-at-2026-08-27t01-c49196f96102	2026-08-27T02:11:53Z	build-infra/docs/merged-review-thread-resolution-campaign.md	at 2026 08 27t01 11 19z the final live verification completed at	1	"[""1899""]"	"[""PRRT_kwDOR3YK5M6crIP6""]"	"[""preserve the all row barrier in fixed row transitions""]"	documentation-symbol-and-link-check	changed-since-review
356	review-shared-change-history-4cf709a16011ff323127c8ac179603a5bf5c1552-a2bfd6032-7cfa70720ea1	work-assessments-tsv-original-line-23-e17ba9f16052	2026-08-27T02:11:53Z	build-infra/docs/review-thread-classifications/merged-thread-frontier-after-TvpLc/assessments.tsv	original line 23	1	"[""1899""]"	"[""PRRT_kwDOR3YK5M6crIPy""]"	"[""keep nonhexadecimal build ids actionable""]"	schema-generator-and-mutation-check	changed-since-review
356	review-shared-change-history-4cf709a16011ff323127c8ac179603a5bf5c1552-a2bfd6032-7cfa70720ea1	work-assessments-tsv-original-line-27-d49f6cb27c59	2026-08-27T02:11:53Z	build-infra/docs/review-thread-classifications/merged-thread-frontier-after-TvpLc/assessments.tsv	original line 27	1	"[""1899""]"	"[""PRRT_kwDOR3YK5M6crIP0""]"	"[""keep bare repository root isolation actionable""]"	schema-generator-and-mutation-check	changed-since-review
356	review-shared-change-history-4cf709a16011ff323127c8ac179603a5bf5c1552-a2bfd6032-7cfa70720ea1	work-assessments-tsv-original-line-36-811a9dd30499	2026-08-27T02:11:53Z	build-infra/docs/review-thread-classifications/merged-thread-frontier-after-TvpLc/assessments.tsv	original line 36	1	"[""1899""]"	"[""PRRT_kwDOR3YK5M6crIP2""]"	"[""keep source view root isolation actionable""]"	schema-generator-and-mutation-check	changed-since-review
357	review-shared-change-history-6b1396652e1c5785277f252d88ceb019a72a1646-20286a21d-f53be1d372d3	work-headless-hardware-gl-runner-md-original-line-218-33ecc7adae55	2026-08-27T02:40:04Z	headless-hardware-gl-runner.md	original line 218	1	"[""1901""]"	"[""PRRT_kwDOR3YK5M6craCR""]"	"[""launch xorg with the selected mesa build""]"	documentation-symbol-and-link-check	changed-since-review
357	review-shared-change-history-6b1396652e1c5785277f252d88ceb019a72a1646-20286a21d-f53be1d372d3	work-headless-hardware-gl-runner-md-original-line-224-ef0aca13d6ea	2026-08-27T02:40:04Z	headless-hardware-gl-runner.md	original line 224	1	"[""1901""]"	"[""PRRT_kwDOR3YK5M6craCD""]"	"[""restore the display manager on xorg startup failures""]"	documentation-symbol-and-link-check	changed-since-review
357	review-shared-change-history-6b1396652e1c5785277f252d88ceb019a72a1646-20286a21d-f53be1d372d3	work-headless-hardware-gl-runner-md-original-line-265-4150631086e2	2026-08-27T02:40:04Z	headless-hardware-gl-runner.md	original line 265	1	"[""1901""]"	"[""PRRT_kwDOR3YK5M6craCA""]"	"[""fail closed on each provider identity check""]"	documentation-symbol-and-link-check	changed-since-review
357	review-shared-change-history-6b1396652e1c5785277f252d88ceb019a72a1646-20286a21d-f53be1d372d3	work-headless-hardware-gl-runner-md-original-line-305-81c4ce1f4083	2026-08-27T02:40:04Z	headless-hardware-gl-runner.md	original line 305	1	"[""1901""]"	"[""PRRT_kwDOR3YK5M6craCM""]"	"[""reject kernel deltas that contain gpu faults""]"	documentation-symbol-and-link-check	changed-since-review
357	review-shared-change-history-6b1396652e1c5785277f252d88ceb019a72a1646-20286a21d-f53be1d372d3	work-headless-hardware-gl-runner-md-original-line-323-f2c3a5e49eea	2026-08-27T02:40:04Z	headless-hardware-gl-runner.md	original line 323	1	"[""1901""]"	"[""PRRT_kwDOR3YK5M6craCJ""]"	"[""verify the unit pid before sending a privileged signal""]"	documentation-symbol-and-link-check	changed-since-review
357	review-shared-change-history-6b1396652e1c5785277f252d88ceb019a72a1646-20286a21d-f53be1d372d3	work-headless-hardware-gl-runner-md-original-line-35-833190efb695	2026-08-27T02:40:04Z	headless-hardware-gl-runner.md	original line 35	1	"[""1901""]"	"[""PRRT_kwDOR3YK5M6craCP""]"	"[""normalize accepted pci bdfs before sysfs lookup""]"	documentation-symbol-and-link-check	changed-since-review
357	review-shared-change-history-6b1396652e1c5785277f252d88ceb019a72a1646-20286a21d-f53be1d372d3	work-headless-hardware-gl-runner-md-original-line-90-83fa0d378af4	2026-08-27T02:40:04Z	headless-hardware-gl-runner.md	original line 90	1	"[""1901""]"	"[""PRRT_kwDOR3YK5M6craB9""]"	"[""open the selected render node for gbm""]"	documentation-symbol-and-link-check	changed-since-review
358	review-shared-change-history-4420389af742cd6354dceac2584fd4fd8ad74ec8-292c0318d-5a7bb9b1721a	work-rs482-source-authority-md-evidence-and-leaves-the-source-to-3bf9c6f51183	2026-08-27T04:13:23Z	docs/hardware/rs482-source-authority.md	evidence and leaves the source to payload claim open the value	1	"[""1905""]"	"[""PRRT_kwDOR3YK5M6csT9h""]"	"[""constrain the evidence commit as a git object""]"	documentation-symbol-and-link-check	changed-since-review
359	review-shared-change-history-ab91af3e930c32924d6b0b02a700e47c9df6c6d4-a658cfdae-0ed00e7352f9	work-merged-review-thread-resolution-campaign-md-the-production-root-account-3dd75e93f2d8	2026-08-27T15:17:20Z	build-infra/docs/merged-review-thread-resolution-campaign.md	the production root account rejection retains its exact diagnostic pr 1918	1	"[""1921""]"	"[""PRRT_kwDOR3YK5M6c3wqe""]"	"[""retain the four out of batch thread ids""]"	documentation-symbol-and-link-check	changed-since-review
360	review-shared-change-history-9d9dcbfead84aff98f31cdedd006bc9102900bd8-a07febecc-aae50d86dfe0	work-merged-review-thread-resolution-campaign-md-falsifier-and-merged-evidenc-f4cd15b60dda	2026-08-27T19:44:43Z	build-infra/docs/merged-review-thread-resolution-campaign.md	falsifier and merged evidence commit when one exists	1	"[""1938""]"	"[""PRRT_kwDOR3YK5M6c9ONa""]"	"[""update the canonical fifth batch status summary""]"	documentation-symbol-and-link-check	changed-since-review
361	review-shared-change-history-c2174808ccce0b2d138f12684f50fbe07baab384-da44c2d7c-0563d647ec26	work-merged-review-thread-resolution-campaign-md-commits-are-ancestors-of-c56018865d37	2026-08-27T20:53:10Z	build-infra/docs/merged-review-thread-resolution-campaign.md	commits are ancestors of origin main their declared target files match the	1	"[""1942""]"	"[""PRRT_kwDOR3YK5M6c-egT""]"	"[""wire the sixth batch into the offline validation target""]"	documentation-symbol-and-link-check	changed-since-review
362	review-shared-change-history-c2174808ccce0b2d138f12684f50fbe07baab384-da44c2d7c-17ae2573e6d0	work-assessments-tsv-original-line-1-4272c32ad20e	2026-08-27T20:53:10Z	build-infra/docs/review-thread-classifications/merged-thread-frontier-after-WhUFS/assessments.tsv	original line 1	1	"[""1942""]"	"[""PRRT_kwDOR3YK5M6c-egj""]"	"[""rename the classification directory by its mechanism""]"	schema-generator-and-mutation-check	changed-since-review
362	review-shared-change-history-c2174808ccce0b2d138f12684f50fbe07baab384-da44c2d7c-17ae2573e6d0	work-assessments-tsv-original-line-40-228a93ad9a94	2026-08-27T20:53:10Z	build-infra/docs/review-thread-classifications/merged-thread-frontier-after-WhUFS/assessments.tsv	original line 40	1	"[""1942""]"	"[""PRRT_kwDOR3YK5M6c-egb""]"	"[""advance the window route evidence commit""]"	schema-generator-and-mutation-check	changed-since-review
362	review-shared-change-history-c2174808ccce0b2d138f12684f50fbe07baab384-da44c2d7c-17ae2573e6d0	work-assessments-tsv-original-line-45-1d3986f00581	2026-08-27T20:53:10Z	build-infra/docs/review-thread-classifications/merged-thread-frontier-after-WhUFS/assessments.tsv	original line 45	1	"[""1942""]"	"[""PRRT_kwDOR3YK5M6c-ege""]"	"[""bound the generated header policy evidence target""]"	schema-generator-and-mutation-check	changed-since-review
363	review-shared-change-history-b492c4be6895ab8330fdb60c11a4a49fc98b4873-14743cd7b-5ae3dca8ad76	work-r3v-native-attended-msaa-resolve-procedure-md-entry-names-the-d7bb7b6eeb68	2026-08-28T01:06:52Z	docs/hardware/r3v-native-attended-msaa-resolve-procedure.md	entry names the emitted stream arms gb aa config and the subsample	1	"[""1951""]"	"[""PRRT_kwDOR3YK5M6dBuyx""]"	"[""issue the recorded arm does not establish linear byte ordering or refute a tiled swizzle the downsample expectation is one constant dword 0xdf20609f across all judged pixels and the census only counts matching dwords without recording""]"	documentation-symbol-and-link-check	changed-since-review
364	review-shared-change-history-263c9e82cb8efb475d1866a0e5566ba060a4ed12-abc5b0757-de6a1fc661d3	work-makefile-define-install-pair-449377484755	2026-08-28T02:20:49Z	build-infra/Makefile	define install pair	1	"[""1957""]"	"[""PRRT_kwDOR3YK5M6dCknc""]"	"[""keep reproducible tier builds packageable""]"	configure-build-and-artifact-check	changed-since-review
365	review-closed-without-merge-28-db8a528134d49e111bdc1a46929d216e36ffc9af-627af0f24db2	work-terakan-draw-c-terakan-cmddraw-vkcommandbuffer-const-commandbuffer-uint3-900f68a6fb22	2026-05-15T12:00:15Z	src/amd/terascale/vulkan/terakan_draw.c	terakan cmddraw vkcommandbuffer const commandbuffer uint32 t const vertexcount	1	"[""28""]"	"[""PRRT_kwDOR3YK5M6CWWKm""]"	"[""update attachment layer state inside each multiview draw""]"	warning-clean-driver-build-and-focused-test	changed-without-merged-anchor
366	review-closed-without-merge-46-8898b5e0effc490d0f3ed7655575dae33a16b69a-0ed4bf38b0be	work-terakan-nir-lower-abi-c-terakan-nir-binding-mutable-resource-93b555541a7e	2026-05-16T02:25:34Z	src/amd/terascale/vulkan/nir/terakan_nir_lower_abi.c	terakan nir binding mutable resource index	1	"[""46""]"	"[""PRRT_kwDOR3YK5M6ChBF4""]"	"[""index dynamic robustness loads by vec4 row""]"	warning-clean-driver-build-and-focused-test	changed-without-merged-anchor
367	review-closed-without-merge-99-942000657f5d076f799bd80dcb5d07069c8ff3d7-763073b260ec	work-terakan-dmabuf-carrier-c-static-const-struct-terakan-carrier-policy-b84601ff7ee9	2026-05-18T22:44:41Z	src/amd/terascale/vulkan/terakan_dmabuf_carrier.c	static const struct terakan carrier policy palm carrier policy	1	"[""99""]"	"[""PRRT_kwDOR3YK5M6C_gYg""]"	"[""the carrier policy reason string claims the non palm default is native noop legacy for every other terakan chip family but then lists only a subset missing at least chip hemlock chip barts chip turks chip caicos which are also recogn""]"	warning-clean-driver-build-and-focused-test	changed-without-merged-anchor
368	review-closed-without-merge-786-ca6e98a17da81579140758d0566456232829d430-557c86aba6f7	work-vl-h264-slice-parser-c-original-line-201-66c947bbe1e8	2026-06-22T22:06:09Z	src/gallium/auxiliary/vl/vl_h264_slice_parser.c	original line 201	1	"[""786""]"	"[""PRRT_kwDOR3YK5M6LaOsq""]"	"[""use the va supplied active reference count""]"	warning-clean-build-and-focused-test	changed-without-merged-anchor
368	review-closed-without-merge-786-ca6e98a17da81579140758d0566456232829d430-557c86aba6f7	work-vl-h264-slice-parser-test-c-original-line-87-43283acd7a1b	2026-06-22T22:06:09Z	src/gallium/auxiliary/vl/tests/vl_h264_slice_parser_test.c	original line 87	1	"[""786""]"	"[""PRRT_kwDOR3YK5M6LaOsk""]"	"[""trim the next annex b start code from the fixture""]"	warning-clean-build-and-focused-test	changed-without-merged-anchor
368	review-closed-without-merge-786-ca6e98a17da81579140758d0566456232829d430-557c86aba6f7	work-vl-h264-cavlc-tables-h-original-line-7-5cb04185aaf6	2026-06-24T18:15:13Z	src/gallium/auxiliary/vl/vl_h264_cavlc_tables.h	original line 7	1	"[""786""]"	"[""PRRT_kwDOR3YK5M6L_w9G""]"	"[""keep cavlc table generation inside mesa""]"	warning-clean-build-and-focused-test	changed-without-merged-anchor
368	review-closed-without-merge-786-ca6e98a17da81579140758d0566456232829d430-557c86aba6f7	work-vl-h264-mb-decode-c-original-line-212-e3e3d014fc2d	2026-06-24T18:15:13Z	src/gallium/auxiliary/vl/vl_h264_mb_decode.c	original line 212	2	"[""786""]"	"[""PRRT_kwDOR3YK5M6L_w9U"",""PRRT_kwDOR3YK5M6L_w9Y""]"	"[""copy slice deblock controls into each contract"",""mark native intra macroblocks with unused references""]"	warning-clean-build-and-focused-test	changed-without-merged-anchor
368	review-closed-without-merge-786-ca6e98a17da81579140758d0566456232829d430-557c86aba6f7	work-vl-h264-slice-parser-c-original-line-187-97c53e0beb1e	2026-06-24T18:15:13Z	src/gallium/auxiliary/vl/vl_h264_slice_parser.c	original line 187	1	"[""786""]"	"[""PRRT_kwDOR3YK5M6L_w9c""]"	"[""reject field coded slices before raster decoding""]"	warning-clean-build-and-focused-test	changed-without-merged-anchor
369	review-missing-current-path-src-gallium-drivers-r300-r300-reg-h-cc3d9776d727	work-r300-reg-h-enum-14beab4c6967	2026-08-12T10:57:33Z	src/gallium/drivers/r300/r300_reg.h	enum	1	"[""1487""]"	"[""PRRT_kwDOR3YK5M6Yimy3""]"	"[""replace the survey name with the measured register property""]"	warning-clean-driver-build-and-focused-test	current-path-missing
