cluster_rank	cluster_id	review_route	review_group_count	thread_count	review_path_count	pull_request_count	oldest_thread_created_at	newest_thread_created_at	validation_gates	history_states	path_change_candidates	representative_work_group_id	next_action
335	review-shared-change-history-b5acf9f4e07272c713c0c51152a949d9cdd89b83-27e590ad4-69e6f9568dcf	shared-change-history	1	1	1	1	2026-08-26T19:15:21Z	2026-08-26T19:15:21Z	"[""documentation-symbol-and-link-check""]"	"[""changed-since-review""]"	"[""00a98af45542fa3a04d24da888fef34e722f1a6d"",""01bd7154ac2e71e71adf2880c8b19248b79ac895"",""05d14e686f3620d5822daef37caaf7ab3ea67254"",""0645b4535864795c7021489eee30d09746cf9990"",""13b528cf29c8c6e3c86a7e789e58d5d18dd1434d"",""157e442f0a6f8994c6f937b0b8d4579c9a56667b"",""1e48e2074c1f133c350f47fec91f14fa3ca3ab44"",""20475d62f179460ff34d1ba69546121998332102"",""263c9e82cb8efb475d1866a0e5566ba060a4ed12"",""277b6bde3d6c9243cec768ac569e40750b07117c"",""27e590ad4c139037e13780e746b466b634b3e8ec"",""2b19f9ecd752f5f410b6b213bd868ffda5b4a6ee"",""2dc75a299cea500fa3d735edaf8e0e5e318a97a7"",""34cfba8dc91dd24f52649e6a6ea19f1299836d17"",""397aa1923eb52b369932849f25ed497cd2a069ba"",""3e36c9bce7b568c1aaf1a05feabfc97c79e0928a"",""3fbf988d7ce8b121824cc7d6bfd3c88d39d5b96b"",""439f78e5a64fd90f910be01e3312094347a8e235"",""47caab238b3d1c7183be536187f6cc57843ae41b"",""48f01c597f39b22edc69f30e3ac51b36f5ae6b7e"",""4cf709a16011ff323127c8ac179603a5bf5c1552"",""5553f18dd493d70594299d8b24ab9d151f1bd863"",""5a06409e65cdfaf70d272333ad494b2999d79184"",""5d85778319f88212092c4d7916492f0b465379d9"",""63b281f3606bcdb4c8e8d91cacc507948d15cca9"",""63d7eb1226bb4257f3d92cb8c7f4196215c213fb"",""73759399b38e424bc37ce26f60fa228b6ccc35eb"",""74e17e547d51997ffb074a92b1f74bef56c702a0"",""79ae1d8c18f62e80ea0a4a752205a1bf2b6c24e0"",""7af98fb2fd11549810dfaf5bb44775cd35642368"",""7df10808834d2177b3798410d7b30f35bb2dcbb0"",""808e258f17e4ae05fd17c90cbe39c9bf47dfdcc4"",""82144670ed9d154821d7c6b6552ffa8a60eb57fa"",""836e34013c23e8fa516d101bee5eaaf680e062c0"",""8e7b955bc15dfe05d333ef2da5d4fc27ac940c3e"",""90ac20844cdc41954ae6705b0ae3686f61ac27b9"",""936c7c544ddc1b182f140b1c775e8274f091a986"",""9651cd7102e5e3ec93296c5265535ed00fe27172"",""99752c66134e0936a0a30ab2ca09d3149aa4b72c"",""9d9dcbfead84aff98f31cdedd006bc9102900bd8"",""9fc0c14839b69a92d7b36a896da96ef45eaf8621"",""a07febeccf010873be31e6675cbe5045e5f7c9a8"",""a2bfd6032c81faa75994dfd4f57b279200a0776f"",""a5398569788115cfc7203f36207a6bf2ff4bde69"",""a658cfdaed0260b20491c89e7e5710ced3ca1fb4"",""ab91af3e930c32924d6b0b02a700e47c9df6c6d4"",""abc5b075722040427bd5c78623a0019da55905be"",""acb2974a5cc42df9e66660e670c32b51249c804e"",""acb3fac3c9f526b2fa5c91b65a59fc6b28fd1a6f"",""b2b68f46810c9808386f5b7a38adde70352f7050"",""b5acf9f4e07272c713c0c51152a949d9cdd89b83"",""b918e1135f318e3253a3fc76cea94bdbbae6c560"",""ba9456059bb308b499b8940148d78b806adf67fc"",""c2174808ccce0b2d138f12684f50fbe07baab384"",""c249fec76a8579d842cc69e4182be62b3cbe01bd"",""c610aceb05a859e3fc1712bf774e593bf5dd2689"",""c6c629d0071f1d0e4f64bcfd642fc9dbe69d0867"",""da44c2d7c8636c4e904b9ca416085d07f38c2264"",""dad985432a5227e34eff2c6aac21777eb51a9fd8"",""dd93eca45e58f3592e505b67a15625829feffb91"",""de7dadb87bd04645746160f6a0198f7ce5099669"",""dfe38d6ba518be281daa1952dc3f05b35652e48a"",""e0492b811b51ddfda017f2e819286a577174baca"",""e0fb9fdbdf770e324eddc7287998cb6e7a2d5bd6"",""e4aa59105a2b25652f339f04a1feb3eff843f354"",""eb5350e40a1124cfe4f190183a016563ace8be29"",""ed20af083377495eeff79cee060323b7c229b8e4"",""ed31e4154700485767c60038102a46077574d1f9"",""f122d1469c6b93a2dd96d84f74a0da2c14c04a4c"",""fc343bf327db0800f2d1ed960b8adbf4026fd4b6""]"	work-merged-review-thread-resolution-campaign-md-original-line-49-86a59b5af1fb	read-the-shared-commit-sequence-once-then-check-each-claim
336	review-shared-change-history-b5acf9f4e07272c713c0c51152a949d9cdd89b83-4e3411822-6557140a73d7	shared-change-history	2	2	1	1	2026-08-26T19:15:21Z	2026-08-26T19:15:21Z	"[""schema-generator-and-mutation-check""]"	"[""changed-since-review""]"	"[""4e3411822815e3a59ab09b41a67ef9ece3381d3c"",""5553f18dd493d70594299d8b24ab9d151f1bd863"",""73759399b38e424bc37ce26f60fa228b6ccc35eb"",""b5acf9f4e07272c713c0c51152a949d9cdd89b83"",""d6661faf431e4998f5e7d1879b1d6d6eb3c7bf7c""]"	work-merged-review-thread-action-frontier-tsv-original-line-2-96eb38c12512	read-the-shared-commit-sequence-once-then-check-each-claim
337	review-shared-change-history-b5acf9f4e07272c713c0c51152a949d9cdd89b83-e4aa59105-6a5ab00feef3	shared-change-history	1	1	1	1	2026-08-26T19:15:21Z	2026-08-26T19:15:21Z	"[""python-test-black-and-ruff""]"	"[""changed-since-review""]"	"[""12d789e1fede9074aa5d18d6547c080e35e7689e"",""48f01c597f39b22edc69f30e3ac51b36f5ae6b7e"",""5b2ec8602ac401e07cf5f7436099c996a333a478"",""74e17e547d51997ffb074a92b1f74bef56c702a0"",""b5acf9f4e07272c713c0c51152a949d9cdd89b83"",""e0fb9fdbdf770e324eddc7287998cb6e7a2d5bd6"",""e4aa59105a2b25652f339f04a1feb3eff843f354""]"	work-review-thread-frontier-py-original-line-295-2ffa64a25969	read-the-shared-commit-sequence-once-then-check-each-claim
338	review-shared-change-history-d6661faf431e4998f5e7d1879b1d6d6eb3c7bf7c-73759399b-9e86655119f3	shared-change-history	1	1	1	1	2026-08-26T19:23:50Z	2026-08-26T19:23:50Z	"[""schema-generator-and-mutation-check""]"	"[""changed-since-review""]"	"[""5553f18dd493d70594299d8b24ab9d151f1bd863"",""73759399b38e424bc37ce26f60fa228b6ccc35eb"",""d6661faf431e4998f5e7d1879b1d6d6eb3c7bf7c""]"	work-merged-review-thread-resolution-ledger-tsv-original-line-2-0e8951d4f879	read-the-shared-commit-sequence-once-then-check-each-claim
339	review-shared-change-history-73759399b38e424bc37ce26f60fa228b6ccc35eb-5553f18dd-adc24c7c8431	shared-change-history	3	4	1	1	2026-08-26T20:10:21Z	2026-08-26T20:10:21Z	"[""schema-generator-and-mutation-check""]"	"[""changed-since-review""]"	"[""5553f18dd493d70594299d8b24ab9d151f1bd863"",""73759399b38e424bc37ce26f60fa228b6ccc35eb""]"	work-merged-review-thread-action-frontier-tsv-original-line-38-87420329d642	read-the-shared-commit-sequence-once-then-check-each-claim
340	review-shared-change-history-de7dadb87bd04645746160f6a0198f7ce5099669-ed31e4154-c263f031da59	shared-change-history	5	5	1	1	2026-08-26T20:47:50Z	2026-08-26T20:47:51Z	"[""python-test-black-and-ruff""]"	"[""changed-since-review""]"	"[""de7dadb87bd04645746160f6a0198f7ce5099669"",""ed31e4154700485767c60038102a46077574d1f9""]"	work-review-thread-resolution-py-original-line-205-fcd7920434c0	read-the-shared-commit-sequence-once-then-check-each-claim
341	review-shared-change-history-e0492b811b51ddfda017f2e819286a577174baca-808e258f1-a844c53ecd85	shared-change-history	1	3	1	2	2026-08-26T20:50:22Z	2026-08-26T22:02:32Z	"[""documentation-symbol-and-link-check""]"	"[""changed-since-review""]"	"[""00a98af45542fa3a04d24da888fef34e722f1a6d"",""01bd7154ac2e71e71adf2880c8b19248b79ac895"",""05d14e686f3620d5822daef37caaf7ab3ea67254"",""0645b4535864795c7021489eee30d09746cf9990"",""13b528cf29c8c6e3c86a7e789e58d5d18dd1434d"",""157e442f0a6f8994c6f937b0b8d4579c9a56667b"",""1e48e2074c1f133c350f47fec91f14fa3ca3ab44"",""20475d62f179460ff34d1ba69546121998332102"",""263c9e82cb8efb475d1866a0e5566ba060a4ed12"",""277b6bde3d6c9243cec768ac569e40750b07117c"",""2b19f9ecd752f5f410b6b213bd868ffda5b4a6ee"",""2dc75a299cea500fa3d735edaf8e0e5e318a97a7"",""34cfba8dc91dd24f52649e6a6ea19f1299836d17"",""397aa1923eb52b369932849f25ed497cd2a069ba"",""3e36c9bce7b568c1aaf1a05feabfc97c79e0928a"",""3fbf988d7ce8b121824cc7d6bfd3c88d39d5b96b"",""439f78e5a64fd90f910be01e3312094347a8e235"",""47caab238b3d1c7183be536187f6cc57843ae41b"",""48f01c597f39b22edc69f30e3ac51b36f5ae6b7e"",""4cf709a16011ff323127c8ac179603a5bf5c1552"",""5a06409e65cdfaf70d272333ad494b2999d79184"",""5d85778319f88212092c4d7916492f0b465379d9"",""63b281f3606bcdb4c8e8d91cacc507948d15cca9"",""63d7eb1226bb4257f3d92cb8c7f4196215c213fb"",""74e17e547d51997ffb074a92b1f74bef56c702a0"",""79ae1d8c18f62e80ea0a4a752205a1bf2b6c24e0"",""7af98fb2fd11549810dfaf5bb44775cd35642368"",""7df10808834d2177b3798410d7b30f35bb2dcbb0"",""808e258f17e4ae05fd17c90cbe39c9bf47dfdcc4"",""82144670ed9d154821d7c6b6552ffa8a60eb57fa"",""836e34013c23e8fa516d101bee5eaaf680e062c0"",""8e7b955bc15dfe05d333ef2da5d4fc27ac940c3e"",""936c7c544ddc1b182f140b1c775e8274f091a986"",""9651cd7102e5e3ec93296c5265535ed00fe27172"",""99752c66134e0936a0a30ab2ca09d3149aa4b72c"",""9d9dcbfead84aff98f31cdedd006bc9102900bd8"",""9fc0c14839b69a92d7b36a896da96ef45eaf8621"",""a07febeccf010873be31e6675cbe5045e5f7c9a8"",""a2bfd6032c81faa75994dfd4f57b279200a0776f"",""a5398569788115cfc7203f36207a6bf2ff4bde69"",""a658cfdaed0260b20491c89e7e5710ced3ca1fb4"",""ab91af3e930c32924d6b0b02a700e47c9df6c6d4"",""abc5b075722040427bd5c78623a0019da55905be"",""acb2974a5cc42df9e66660e670c32b51249c804e"",""acb3fac3c9f526b2fa5c91b65a59fc6b28fd1a6f"",""b2b68f46810c9808386f5b7a38adde70352f7050"",""b918e1135f318e3253a3fc76cea94bdbbae6c560"",""ba9456059bb308b499b8940148d78b806adf67fc"",""c2174808ccce0b2d138f12684f50fbe07baab384"",""c249fec76a8579d842cc69e4182be62b3cbe01bd"",""c610aceb05a859e3fc1712bf774e593bf5dd2689"",""c6c629d0071f1d0e4f64bcfd642fc9dbe69d0867"",""da44c2d7c8636c4e904b9ca416085d07f38c2264"",""dad985432a5227e34eff2c6aac21777eb51a9fd8"",""de7dadb87bd04645746160f6a0198f7ce5099669"",""dfe38d6ba518be281daa1952dc3f05b35652e48a"",""e0492b811b51ddfda017f2e819286a577174baca"",""e0fb9fdbdf770e324eddc7287998cb6e7a2d5bd6"",""e4aa59105a2b25652f339f04a1feb3eff843f354"",""eb5350e40a1124cfe4f190183a016563ace8be29"",""ed20af083377495eeff79cee060323b7c229b8e4"",""ed31e4154700485767c60038102a46077574d1f9"",""f122d1469c6b93a2dd96d84f74a0da2c14c04a4c"",""fc343bf327db0800f2d1ed960b8adbf4026fd4b6""]"	work-merged-review-thread-resolution-campaign-md-relevant-focused-gate-resolu-05d35a82ffb2	read-the-shared-commit-sequence-once-then-check-each-claim
342	review-shared-change-history-a110dfb796c40aac3c01c79e088c673f64f1f4c4-cad61db3c-d07e80391f20	shared-change-history	1	2	1	1	2026-08-26T21:26:39Z	2026-08-26T21:26:39Z	"[""warning-clean-build-and-focused-test""]"	"[""changed-since-review""]"	"[""6badbe2737f2a66496ddc9e126843c2754f49dfc"",""a110dfb796c40aac3c01c79e088c673f64f1f4c4"",""cad61db3c2003d28fd44bbdbd3d0c8bff1447d91"",""e7656d6bf70d3492a70200cbfb97f8fb646b7c58"",""f7f60db090af11e7ad491042afccd29e40fc6b2e""]"	work-draw-vs-nir-c-draw-vs-nir-io-slots-const-890df8cecb4e	read-the-shared-commit-sequence-once-then-check-each-claim
343	review-shared-change-history-808e258f17e4ae05fd17c90cbe39c9bf47dfdcc4-397aa1923-4e4f456267fb	shared-change-history	1	2	1	2	2026-08-26T21:38:23Z	2026-08-26T21:53:01Z	"[""schema-generator-and-mutation-check""]"	"[""changed-since-review""]"	"[""05d14e686f3620d5822daef37caaf7ab3ea67254"",""1e48e2074c1f133c350f47fec91f14fa3ca3ab44"",""20475d62f179460ff34d1ba69546121998332102"",""2b19f9ecd752f5f410b6b213bd868ffda5b4a6ee"",""2dc75a299cea500fa3d735edaf8e0e5e318a97a7"",""397aa1923eb52b369932849f25ed497cd2a069ba"",""3e36c9bce7b568c1aaf1a05feabfc97c79e0928a"",""3fbf988d7ce8b121824cc7d6bfd3c88d39d5b96b"",""47135b3e0a18caa2f5ca8d0ed46c5abc245a5429"",""63d7eb1226bb4257f3d92cb8c7f4196215c213fb"",""74e17e547d51997ffb074a92b1f74bef56c702a0"",""79ae1d8c18f62e80ea0a4a752205a1bf2b6c24e0"",""7af98fb2fd11549810dfaf5bb44775cd35642368"",""808e258f17e4ae05fd17c90cbe39c9bf47dfdcc4"",""9d9dcbfead84aff98f31cdedd006bc9102900bd8"",""a07febeccf010873be31e6675cbe5045e5f7c9a8"",""b2b68f46810c9808386f5b7a38adde70352f7050"",""ba9456059bb308b499b8940148d78b806adf67fc"",""c6c629d0071f1d0e4f64bcfd642fc9dbe69d0867"",""ed20af083377495eeff79cee060323b7c229b8e4"",""f8bbfb62d9bb72e3efcefd657ca1d0d7946abe8a"",""fc343bf327db0800f2d1ed960b8adbf4026fd4b6""]"	work-merged-review-thread-batch-registry-tsv-original-line-4-a1248e8bc913	read-the-shared-commit-sequence-once-then-check-each-claim
344	review-shared-change-history-808e258f17e4ae05fd17c90cbe39c9bf47dfdcc4-e4aa59105-941b3b79b92c	shared-change-history	5	5	2	1	2026-08-26T21:38:23Z	2026-08-26T21:38:23Z	"[""schema-generator-and-mutation-check""]"	"[""changed-since-review""]"	"[""0a7321fa55abf355a1084cf0bc8b5d97e1a1906d"",""5b2ec8602ac401e07cf5f7436099c996a333a478"",""74e17e547d51997ffb074a92b1f74bef56c702a0"",""808e258f17e4ae05fd17c90cbe39c9bf47dfdcc4"",""e4aa59105a2b25652f339f04a1feb3eff843f354""]"	work-action-frontier-tsv-original-line-2-d61223f31f48	read-the-shared-commit-sequence-once-then-check-each-claim
345	review-shared-change-history-b8802d7a89bc4cea83656fb1a148c9b1d69a9fee-05d14e686-3b3c543c2286	shared-change-history	1	2	1	1	2026-08-26T21:45:35Z	2026-08-26T21:45:35Z	"[""configure-build-and-artifact-check""]"	"[""changed-since-review""]"	"[""00a98af45542fa3a04d24da888fef34e722f1a6d"",""05d14e686f3620d5822daef37caaf7ab3ea67254"",""1c988d64c05c822b3e508fc21263e9f7489ee2db"",""20286a21d04942790561bc931ea332eb59b6214b"",""263c9e82cb8efb475d1866a0e5566ba060a4ed12"",""292c0318de096554d204725077710d177a3196f2"",""4420389af742cd6354dceac2584fd4fd8ad74ec8"",""48f01c597f39b22edc69f30e3ac51b36f5ae6b7e"",""4cf709a16011ff323127c8ac179603a5bf5c1552"",""6b1396652e1c5785277f252d88ceb019a72a1646"",""767de3c3f4dda9cef71d83fa3076d90561cd5f61"",""936c7c544ddc1b182f140b1c775e8274f091a986"",""a2bfd6032c81faa75994dfd4f57b279200a0776f"",""abc5b075722040427bd5c78623a0019da55905be"",""b8802d7a89bc4cea83656fb1a148c9b1d69a9fee"",""e0fb9fdbdf770e324eddc7287998cb6e7a2d5bd6"",""e45a1e504826d09b5326922d82aa9469bd6b966a"",""ed20af083377495eeff79cee060323b7c229b8e4"",""f743d0f9bec6e673cdd09dfd4554172aaa9b01c7"",""ff11e020abbe69be7223ccfcb7636b76e77a9fcb""]"	work-makefile-export-hostenv-input-46a68443b3d8	read-the-shared-commit-sequence-once-then-check-each-claim
346	review-shared-change-history-7af98fb2fd11549810dfaf5bb44775cd35642368-fc343bf32-9c631c6bf37a	shared-change-history	1	1	1	1	2026-08-26T21:53:01Z	2026-08-26T21:53:01Z	"[""documentation-symbol-and-link-check""]"	"[""changed-since-review""]"	"[""00a98af45542fa3a04d24da888fef34e722f1a6d"",""01bd7154ac2e71e71adf2880c8b19248b79ac895"",""05d14e686f3620d5822daef37caaf7ab3ea67254"",""0645b4535864795c7021489eee30d09746cf9990"",""13b528cf29c8c6e3c86a7e789e58d5d18dd1434d"",""157e442f0a6f8994c6f937b0b8d4579c9a56667b"",""1e48e2074c1f133c350f47fec91f14fa3ca3ab44"",""20475d62f179460ff34d1ba69546121998332102"",""263c9e82cb8efb475d1866a0e5566ba060a4ed12"",""277b6bde3d6c9243cec768ac569e40750b07117c"",""2b19f9ecd752f5f410b6b213bd868ffda5b4a6ee"",""2dc75a299cea500fa3d735edaf8e0e5e318a97a7"",""34cfba8dc91dd24f52649e6a6ea19f1299836d17"",""3e36c9bce7b568c1aaf1a05feabfc97c79e0928a"",""3fbf988d7ce8b121824cc7d6bfd3c88d39d5b96b"",""439f78e5a64fd90f910be01e3312094347a8e235"",""47caab238b3d1c7183be536187f6cc57843ae41b"",""48f01c597f39b22edc69f30e3ac51b36f5ae6b7e"",""4cf709a16011ff323127c8ac179603a5bf5c1552"",""5a06409e65cdfaf70d272333ad494b2999d79184"",""5d85778319f88212092c4d7916492f0b465379d9"",""63b281f3606bcdb4c8e8d91cacc507948d15cca9"",""63d7eb1226bb4257f3d92cb8c7f4196215c213fb"",""79ae1d8c18f62e80ea0a4a752205a1bf2b6c24e0"",""7af98fb2fd11549810dfaf5bb44775cd35642368"",""7df10808834d2177b3798410d7b30f35bb2dcbb0"",""82144670ed9d154821d7c6b6552ffa8a60eb57fa"",""836e34013c23e8fa516d101bee5eaaf680e062c0"",""8e7b955bc15dfe05d333ef2da5d4fc27ac940c3e"",""936c7c544ddc1b182f140b1c775e8274f091a986"",""9651cd7102e5e3ec93296c5265535ed00fe27172"",""99752c66134e0936a0a30ab2ca09d3149aa4b72c"",""9d9dcbfead84aff98f31cdedd006bc9102900bd8"",""9fc0c14839b69a92d7b36a896da96ef45eaf8621"",""a07febeccf010873be31e6675cbe5045e5f7c9a8"",""a2bfd6032c81faa75994dfd4f57b279200a0776f"",""a5398569788115cfc7203f36207a6bf2ff4bde69"",""a658cfdaed0260b20491c89e7e5710ced3ca1fb4"",""ab91af3e930c32924d6b0b02a700e47c9df6c6d4"",""abc5b075722040427bd5c78623a0019da55905be"",""acb2974a5cc42df9e66660e670c32b51249c804e"",""acb3fac3c9f526b2fa5c91b65a59fc6b28fd1a6f"",""b2b68f46810c9808386f5b7a38adde70352f7050"",""b918e1135f318e3253a3fc76cea94bdbbae6c560"",""ba9456059bb308b499b8940148d78b806adf67fc"",""c2174808ccce0b2d138f12684f50fbe07baab384"",""c249fec76a8579d842cc69e4182be62b3cbe01bd"",""c610aceb05a859e3fc1712bf774e593bf5dd2689"",""c6c629d0071f1d0e4f64bcfd642fc9dbe69d0867"",""da44c2d7c8636c4e904b9ca416085d07f38c2264"",""dad985432a5227e34eff2c6aac21777eb51a9fd8"",""de7dadb87bd04645746160f6a0198f7ce5099669"",""dfe38d6ba518be281daa1952dc3f05b35652e48a"",""e0fb9fdbdf770e324eddc7287998cb6e7a2d5bd6"",""eb5350e40a1124cfe4f190183a016563ace8be29"",""ed20af083377495eeff79cee060323b7c229b8e4"",""ed31e4154700485767c60038102a46077574d1f9"",""f122d1469c6b93a2dd96d84f74a0da2c14c04a4c"",""fc343bf327db0800f2d1ed960b8adbf4026fd4b6""]"	work-merged-review-thread-resolution-campaign-md-mutation-journal-records-an-439b6241a6a2	read-the-shared-commit-sequence-once-then-check-each-claim
347	review-shared-change-history-0a7321fa55abf355a1084cf0bc8b5d97e1a1906d-5b2ec8602-1c01461d287a	shared-change-history	1	1	1	1	2026-08-26T21:53:03Z	2026-08-26T21:53:03Z	"[""schema-generator-and-mutation-check""]"	"[""changed-since-review""]"	"[""0a7321fa55abf355a1084cf0bc8b5d97e1a1906d"",""5b2ec8602ac401e07cf5f7436099c996a333a478""]"	work-action-frontier-tsv-original-line-3-5ec2357b6366	read-the-shared-commit-sequence-once-then-check-each-claim
348	review-shared-change-history-12d789e1fede9074aa5d18d6547c080e35e7689e-5b2ec8602-9afa2bf4b398	shared-change-history	1	1	1	1	2026-08-26T21:53:04Z	2026-08-26T21:53:04Z	"[""python-test-black-and-ruff""]"	"[""changed-since-review""]"	"[""12d789e1fede9074aa5d18d6547c080e35e7689e"",""48f01c597f39b22edc69f30e3ac51b36f5ae6b7e"",""5b2ec8602ac401e07cf5f7436099c996a333a478"",""e0fb9fdbdf770e324eddc7287998cb6e7a2d5bd6""]"	work-review-thread-frontier-py-def-validate-files-b1b80460c88e	read-the-shared-commit-sequence-once-then-check-each-claim
349	review-shared-change-history-fc343bf327db0800f2d1ed960b8adbf4026fd4b6-3e36c9bce-cd67f73cf27a	shared-change-history	1	2	1	1	2026-08-26T22:02:32Z	2026-08-26T22:02:32Z	"[""schema-generator-and-mutation-check""]"	"[""changed-since-review""]"	"[""05d14e686f3620d5822daef37caaf7ab3ea67254"",""1e48e2074c1f133c350f47fec91f14fa3ca3ab44"",""20475d62f179460ff34d1ba69546121998332102"",""2b19f9ecd752f5f410b6b213bd868ffda5b4a6ee"",""2dc75a299cea500fa3d735edaf8e0e5e318a97a7"",""3e36c9bce7b568c1aaf1a05feabfc97c79e0928a"",""3fbf988d7ce8b121824cc7d6bfd3c88d39d5b96b"",""47135b3e0a18caa2f5ca8d0ed46c5abc245a5429"",""63d7eb1226bb4257f3d92cb8c7f4196215c213fb"",""79ae1d8c18f62e80ea0a4a752205a1bf2b6c24e0"",""9d9dcbfead84aff98f31cdedd006bc9102900bd8"",""a07febeccf010873be31e6675cbe5045e5f7c9a8"",""b2b68f46810c9808386f5b7a38adde70352f7050"",""ba9456059bb308b499b8940148d78b806adf67fc"",""c6c629d0071f1d0e4f64bcfd642fc9dbe69d0867"",""ed20af083377495eeff79cee060323b7c229b8e4"",""f8bbfb62d9bb72e3efcefd657ca1d0d7946abe8a"",""fc343bf327db0800f2d1ed960b8adbf4026fd4b6""]"	work-merged-review-thread-batch-registry-tsv-batch-id-state-denominator-af4e50a9dc52	read-the-shared-commit-sequence-once-then-check-each-claim
350	review-shared-change-history-05d14e686f3620d5822daef37caaf7ab3ea67254-ed20af083-e4c0c07a1e30	shared-change-history	1	1	1	1	2026-08-26T22:34:54Z	2026-08-26T22:34:54Z	"[""configure-build-and-artifact-check""]"	"[""changed-since-review""]"	"[""00a98af45542fa3a04d24da888fef34e722f1a6d"",""05d14e686f3620d5822daef37caaf7ab3ea67254"",""1c988d64c05c822b3e508fc21263e9f7489ee2db"",""20286a21d04942790561bc931ea332eb59b6214b"",""263c9e82cb8efb475d1866a0e5566ba060a4ed12"",""292c0318de096554d204725077710d177a3196f2"",""4420389af742cd6354dceac2584fd4fd8ad74ec8"",""48f01c597f39b22edc69f30e3ac51b36f5ae6b7e"",""4cf709a16011ff323127c8ac179603a5bf5c1552"",""6b1396652e1c5785277f252d88ceb019a72a1646"",""767de3c3f4dda9cef71d83fa3076d90561cd5f61"",""936c7c544ddc1b182f140b1c775e8274f091a986"",""a2bfd6032c81faa75994dfd4f57b279200a0776f"",""abc5b075722040427bd5c78623a0019da55905be"",""e0fb9fdbdf770e324eddc7287998cb6e7a2d5bd6"",""e45a1e504826d09b5326922d82aa9469bd6b966a"",""ed20af083377495eeff79cee060323b7c229b8e4"",""f743d0f9bec6e673cdd09dfd4554172aaa9b01c7"",""ff11e020abbe69be7223ccfcb7636b76e77a9fcb""]"	work-makefile-audit-source-root-check-source-root-control-unit-test-fbe7f8ea0dfa	read-the-shared-commit-sequence-once-then-check-each-claim
351	review-shared-change-history-cad61db3c2003d28fd44bbdbd3d0c8bff1447d91-f7f60db09-25b35b4a0bb5	shared-change-history	1	3	1	1	2026-08-26T22:56:26Z	2026-08-26T22:56:27Z	"[""warning-clean-build-and-focused-test""]"	"[""changed-since-review""]"	"[""6badbe2737f2a66496ddc9e126843c2754f49dfc"",""cad61db3c2003d28fd44bbdbd3d0c8bff1447d91"",""e7656d6bf70d3492a70200cbfb97f8fb646b7c58"",""f7f60db090af11e7ad491042afccd29e40fc6b2e""]"	work-draw-vs-nir-c-draw-vs-nir-io-spans-nir-7c46090b44d1	read-the-shared-commit-sequence-once-then-check-each-claim
352	review-shared-change-history-05d14e686f3620d5822daef37caaf7ab3ea67254-ed20af083-e1a1a03ed6cf	shared-change-history	3	3	1	1	2026-08-27T01:17:23Z	2026-08-27T01:17:23Z	"[""schema-generator-and-mutation-check""]"	"[""changed-since-review""]"	"[""05d14e686f3620d5822daef37caaf7ab3ea67254"",""263c9e82cb8efb475d1866a0e5566ba060a4ed12"",""abc5b075722040427bd5c78623a0019da55905be"",""ed20af083377495eeff79cee060323b7c229b8e4""]"	work-assessments-tsv-original-line-14-b5c418cce13c	read-the-shared-commit-sequence-once-then-check-each-claim
353	review-shared-change-history-20475d62f179460ff34d1ba69546121998332102-79ae1d8c1-549007daad88	shared-change-history	1	1	1	1	2026-08-27T01:17:23Z	2026-08-27T01:17:23Z	"[""python-test-black-and-ruff""]"	"[""changed-since-review""]"	"[""157e442f0a6f8994c6f937b0b8d4579c9a56667b"",""1e48e2074c1f133c350f47fec91f14fa3ca3ab44"",""20475d62f179460ff34d1ba69546121998332102"",""2bb037aebaf3a771d4bba642b751b2a84e1bf5dc"",""47caab238b3d1c7183be536187f6cc57843ae41b"",""4b97fd2de4315c59e247efb22435328a3a1b9bb7"",""5d85778319f88212092c4d7916492f0b465379d9"",""5f86f7c7f7e409af2c7d39e293502e6f61ae7261"",""63b281f3606bcdb4c8e8d91cacc507948d15cca9"",""79ae1d8c18f62e80ea0a4a752205a1bf2b6c24e0"",""a943d7ee68f4b46d6015e4c093ee47338c2db85e"",""ba9456059bb308b499b8940148d78b806adf67fc"",""c2174808ccce0b2d138f12684f50fbe07baab384"",""ccf55aa39e11e993d3d3b82ae0fb8fb22d920358"",""da44c2d7c8636c4e904b9ca416085d07f38c2264"",""e508d6bd5aa544a4c1fb4494011b4bf08bdbba20""]"	work-test-review-thread-classification-py-def-test-third-classification-rejec-0c8bca7844ec	read-the-shared-commit-sequence-once-then-check-each-claim
354	review-shared-change-history-263c9e82cb8efb475d1866a0e5566ba060a4ed12-abc5b0757-97eeec7ad57a	shared-change-history	2	2	2	2	2026-08-27T01:26:30Z	2026-08-28T02:20:49Z	"[""configure-build-and-artifact-check"",""schema-generator-and-mutation-check""]"	"[""changed-since-review""]"	"[""263c9e82cb8efb475d1866a0e5566ba060a4ed12"",""abc5b075722040427bd5c78623a0019da55905be""]"	work-assessments-tsv-original-line-3-a302c36b493c	read-the-shared-commit-sequence-once-then-check-each-claim
